Year,GEOID,Name,FI_Rate,CostPerMeal,Percent_EMPLOYMENT_STATUS_Civilian_labor_force_Unemployment_Rate,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_Less_than_10000,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_10000_to_14999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_15000_to_24999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_25000_to_34999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_35000_to_49999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_50000_to_74999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_75000_to_99999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_100000_to_149999,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Social_Security,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_retirement_income,Percent_INCOME_AND_BENEFITS_IN_2022_INFLATIONADJUSTED_DOLLARS_Total_households_With_Food_Stamp.SNAP_benefits_in_the_past_12_months,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Less_than_9th_grade,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_High_school_graduate_includes_equivalency,Estimate_EDUCATIONAL_ATTAINMENT_Population_25_years_and_over_Bachelors_degree,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_No_vehicles_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_1_vehicle_available,Percent_VEHICLES_AVAILABLE_Occupied_housing_units_2_vehicles_available,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_Less_than_15.0_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_30.0_to_34.9_percent,Percent_GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_GRAPI_Occupied_units_paying_rent_excluding_units_where_GRAPI_cannot_be_computed_35.0_percent_or_more,Percent_SEX_AND_AGE_Total_population_Female,age19AndUnder,Percent_SEX_AND_AGE_Total_population_20_to_24_years,Percent_SEX_AND_AGE_Total_population_25_to_34_years,Percent_SEX_AND_AGE_Total_population_45_to_54_years,Percent_SEX_AND_AGE_Total_population_55_to_59_years,Percent_SEX_AND_AGE_Total_population_60_to_64_years,age65AndOver,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Hispanic_or_Latino_of_any_race,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_White_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Black_or_African_American_alone,Percent_HISPANIC_OR_LATINO_AND_RACE_Total_population_Not_Hispanic_or_Latino_Asian_alone
2020,51143,"Pittsylvania County, Virginia",11.7,3.34,5.3,6.3,7.0,11.8,11.3,14.1,19.7,13.7,11.6,43.7,27.0,12.9,2601.0,16810.0,4700.0,5.7,25.0,33.6,18.5,5.6,39.3,50.9,20.6,5.2,10.3,14.2,7.3,8.9,22.6,2.7,73.9,20.1,0.4
2020,51155,"Pulaski County, Virginia",13.4,3.04,4.9,8.0,3.7,11.4,10.2,11.1,25.6,12.4,13.3,40.0,28.6,12.0,897.0,8637.0,3201.0,5.6,30.2,37.6,24.0,8.5,31.6,49.8,19.7,5.2,11.5,14.8,8.6,6.8,22.7,1.8,90.7,4.5,0.7
2020,51161,"Roanoke County, Virginia",7.6,3.36,3.3,3.0,3.2,9.5,8.5,10.8,19.6,13.6,18.2,40.1,27.2,5.5,1564.0,18531.0,16113.0,4.0,29.8,37.5,14.2,7.1,36.6,51.6,22.4,5.2,11.6,13.2,7.2,6.7,21.6,3.2,85.5,5.9,3.4
2020,51167,"Russell County, Virginia",16.1,3.08,6.6,10.1,9.2,16.5,10.8,15.7,17.1,9.1,8.0,51.7,28.4,13.7,1914.0,7547.0,1377.0,7.1,26.9,34.9,19.2,9.7,33.8,50.8,21.2,5.4,10.5,13.8,8.4,7.9,21.3,0.7,96.5,0.9,0.0
2020,51169,"Scott County, Virginia",14.0,3.0,3.7,9.8,7.0,14.7,10.1,17.3,15.9,12.1,10.2,52.4,24.0,15.1,1351.0,5925.0,1596.0,8.2,26.1,35.9,26.0,6.0,34.1,49.4,20.0,4.9,10.7,13.8,7.6,7.7,24.0,1.4,96.5,0.7,0.1
2020,51173,"Smyth County, Virginia",15.7,3.15,5.5,8.9,7.0,14.5,13.8,15.6,17.7,10.4,8.5,46.9,26.3,15.9,1468.0,8416.0,2226.0,8.1,33.2,33.5,19.4,9.7,35.6,50.7,21.1,5.4,11.7,13.9,7.0,7.4,22.0,2.1,94.0,2.2,0.6
2020,51185,"Tazewell County, Virginia",14.7,2.93,7.1,7.8,7.5,11.9,14.6,16.4,16.2,9.2,10.2,51.0,29.8,14.6,2371.0,11140.0,2946.0,7.3,31.6,35.3,25.7,6.4,27.8,50.4,21.4,5.4,10.7,13.2,7.3,7.7,22.2,1.1,93.7,3.2,0.7
2020,51191,"Washington County, Virginia",12.5,3.32,4.2,6.2,5.1,10.4,12.5,15.0,18.2,12.9,12.1,45.0,26.1,12.0,2249.0,13150.0,6021.0,4.5,28.8,39.5,25.6,9.2,29.9,50.7,20.6,5.3,10.6,13.5,7.3,8.2,23.0,1.5,95.2,1.3,0.5
2020,51195,"Wise County, Virginia",17.3,3.17,9.2,10.7,7.5,15.9,10.4,13.4,20.8,11.1,7.2,48.5,23.9,21.4,2361.0,8897.0,2295.0,8.2,35.5,34.5,18.0,9.7,41.0,47.8,21.8,6.3,13.5,12.9,6.5,8.2,18.1,1.3,91.3,5.5,0.5
2020,51197,"Wythe County, Virginia",12.7,3.13,4.2,5.5,4.8,12.5,9.6,16.2,18.2,16.9,11.0,41.8,26.4,10.2,789.0,8220.0,2373.0,6.1,28.0,33.1,18.5,5.9,31.9,51.1,21.6,4.8,10.7,15.1,7.3,7.7,21.2,1.3,93.8,2.0,1.0
2020,51520,"Bristol city, Virginia",17.5,3.32,6.3,8.8,6.6,14.6,12.0,16.2,17.6,6.2,10.1,38.3,23.0,19.0,274.0,3813.0,1270.0,10.1,40.1,33.1,13.2,10.7,31.8,52.4,24.2,4.3,13.0,11.9,7.0,6.1,21.6,0.5,87.6,7.1,0.2
2020,51580,"Covington city, Virginia",10.9,3.47,2.7,5.2,2.8,19.5,15.8,15.4,11.3,14.9,11.5,40.1,29.1,12.6,73.0,1737.0,411.0,7.6,37.2,34.3,20.2,13.6,17.5,53.0,25.1,4.2,13.4,10.0,5.4,9.7,19.4,2.7,80.5,12.5,1.1
2020,51590,"Danville city, Virginia",16.3,2.9,7.1,10.6,10.3,14.6,12.8,15.4,17.1,7.5,7.5,40.4,24.8,21.8,1490.0,9532.0,3157.0,15.2,40.7,26.9,16.7,6.2,39.4,54.0,24.0,6.3,12.7,11.7,6.9,7.2,20.7,4.5,41.6,48.5,1.3
2020,51640,"Galax city, Virginia",16.4,3.34,8.3,8.0,11.2,16.6,14.0,16.8,11.8,7.5,4.9,38.0,20.3,12.1,477.0,1206.0,423.0,12.4,31.1,42.5,4.9,8.3,40.6,54.6,27.6,4.4,7.3,14.2,4.8,6.9,20.3,19.0,72.6,6.6,0.3
2020,51690,"Martinsville city, Virginia",18.4,2.96,3.9,10.7,7.9,17.7,12.5,16.7,16.8,5.3,6.2,36.7,20.4,20.5,451.0,2611.0,1252.0,14.9,42.7,27.6,12.4,12.9,33.9,55.0,26.6,5.1,11.1,13.7,6.6,7.6,18.4,6.2,43.5,45.4,1.1
2020,51720,"Norton city, Virginia",21.0,3.17,8.6,17.1,14.0,9.7,12.7,12.9,12.9,9.1,6.5,49.3,19.2,30.6,122.0,985.0,320.0,8.9,45.8,31.5,6.7,8.4,43.7,55.2,19.7,5.8,12.1,10.6,8.6,8.3,21.6,0.0,93.5,5.1,0.0
2020,51750,"Radford city, Virginia",15.6,3.04,6.5,17.9,9.5,15.7,7.3,10.4,14.1,8.9,11.3,23.4,16.5,9.2,459.0,1717.0,1525.0,7.5,38.7,34.9,10.2,4.3,54.5,53.7,26.8,26.8,11.4,8.7,7.5,2.2,8.7,3.0,83.1,9.7,1.6
2020,51770,"Roanoke city, Virginia",13.2,2.99,6.7,10.0,7.1,12.1,11.0,14.4,18.8,10.6,9.5,32.6,16.9,17.6,2768.0,24599.0,10387.0,12.4,40.5,32.7,17.9,7.0,40.9,52.6,24.1,5.5,15.5,12.6,7.0,6.2,16.5,6.4,58.1,28.6,3.2
2020,51775,"Salem city, Virginia",9.3,3.23,4.9,3.3,3.9,9.7,8.7,12.3,19.9,14.9,16.4,34.6,19.4,6.8,502.0,4786.0,3088.0,7.1,34.3,33.0,12.5,7.4,32.2,52.6,23.7,7.9,11.8,12.8,7.1,6.7,19.4,3.4,84.6,6.5,1.8
2021,51005,"Alleghany County, Virginia",10.9,3.7,3.2,9.9,7.7,8.3,11.6,12.6,18.1,12.1,12.9,42.0,28.1,9.5,414.0,4726.0,1030.0,6.9,31.4,28.5,19.5,9.7,36.5,50.5,21.0,5.4,10.3,13.1,8.7,7.9,24.0,1.6,91.2,5.5,0.0
2021,51019,"Bedford County, Virginia",7.4,3.63,3.1,3.1,3.1,7.3,7.8,12.1,19.2,16.4,17.7,39.1,31.4,6.1,1398.0,17112.0,10745.0,2.9,22.0,38.3,20.7,6.9,37.1,50.6,21.9,5.5,10.1,14.0,8.5,8.1,21.5,2.5,86.8,6.2,1.2
2021,51021,"Bland County, Virginia",9.8,3.33,4.0,4.6,5.2,10.1,11.3,15.1,16.1,19.2,13.6,46.4,28.8,7.8,155.0,2227.0,433.0,3.5,33.5,31.8,17.7,3.5,51.6,42.5,17.9,3.5,12.8,13.1,7.4,6.7,23.1,0.9,93.5,4.5,0.1
2021,51023,"Botetourt County, Virginia",6.4,3.7,3.1,3.6,3.1,7.3,7.0,10.7,20.1,14.1,19.8,40.0,30.1,2.6,650.0,8651.0,4192.0,3.5,20.4,36.2,26.6,8.9,19.9,50.3,21.4,4.9,10.0,14.6,8.4,8.1,22.4,1.9,91.8,2.6,0.5
2021,51027,"Buchanan County, Virginia",18.8,3.27,5.8,9.9,6.5,17.7,13.4,15.9,16.6,9.0,9.3,53.2,30.1,19.0,1639.0,5991.0,842.0,4.2,30.8,39.3,18.8,6.4,39.9,49.7,18.8,5.6,11.0,14.9,8.4,7.9,22.2,0.9,94.4,2.3,0.1
2021,51035,"Carroll County, Virginia",11.4,3.5,5.1,6.9,6.7,12.7,12.9,17.1,17.9,12.2,10.2,47.4,28.1,12.1,1897.0,8205.0,2325.0,3.7,26.1,38.9,32.4,7.3,36.7,49.1,20.1,4.8,10.8,13.6,7.8,8.3,24.5,4.0,93.8,0.4,0.0
2021,51045,"Craig County, Virginia",10.5,3.7,1.4,5.2,1.7,16.9,6.5,13.5,15.1,11.8,20.1,38.9,32.1,12.2,140.0,1324.0,525.0,7.5,19.6,18.9,37.8,3.4,24.1,51.8,24.0,4.4,7.3,13.8,9.9,9.5,23.3,0.0,96.2,0.0,0.0
2021,51051,"Dickenson County, Virginia",17.7,3.54,4.6,12.0,10.1,17.1,12.3,14.9,12.5,8.1,10.2,55.9,25.5,21.6,887.0,4245.0,886.0,8.5,35.5,27.9,16.4,7.1,49.9,48.9,21.1,5.0,11.1,12.9,7.9,7.0,22.5,1.0,97.4,0.8,0.1
2021,51063,"Floyd County, Virginia",7.4,3.86,3.4,6.9,5.8,12.2,6.0,17.1,17.4,14.0,14.2,40.1,25.8,6.3,481.0,4469.0,1507.0,6.0,21.3,31.1,33.9,13.3,28.5,51.5,20.5,4.7,10.0,13.5,6.9,10.1,23.7,2.9,92.9,2.8,0.4
2021,51067,"Franklin County, Virginia",9.4,3.49,2.9,6.1,5.6,9.8,7.3,13.1,18.6,13.4,14.7,44.9,28.7,9.2,1658.0,13639.0,5723.0,5.4,23.1,36.3,33.1,6.7,37.9,50.6,21.6,5.7,9.7,13.7,8.3,8.1,23.5,2.9,86.9,7.7,0.7
2021,51071,"Giles County, Virginia",8.9,3.34,2.0,5.2,4.5,9.3,9.3,12.5,28.4,11.3,13.0,37.2,30.3,6.6,449.0,4678.0,1444.0,6.3,23.9,41.4,37.1,7.9,28.4,51.0,22.2,4.9,11.4,14.3,8.0,6.6,21.1,1.8,94.4,1.9,0.0
2021,51077,"Grayson County, Virginia",11.8,3.4,4.6,5.7,6.7,15.9,12.5,16.7,17.2,11.6,10.7,50.7,27.4,12.5,726.0,4374.0,1322.0,4.1,25.7,37.7,34.8,6.6,30.8,48.8,18.1,6.4,10.7,13.7,6.8,9.3,24.7,3.7,89.1,4.7,1.8
2021,51089,"Henry County, Virginia",11.1,3.26,5.9,7.4,7.7,12.7,14.2,16.7,18.9,9.5,9.1,46.9,27.9,14.4,2834.0,12836.0,3628.0,6.3,31.2,30.7,18.6,9.8,35.0,52.2,21.6,5.1,9.7,13.6,7.8,7.9,23.8,5.9,69.1,22.7,0.6
2021,51105,"Lee County, Virginia",17.9,3.2,9.4,11.8,9.7,14.7,11.9,13.9,14.4,13.8,6.6,51.6,23.3,25.6,1611.0,5998.0,1421.0,10.0,31.3,31.3,12.9,9.3,53.5,47.3,19.7,4.8,12.5,14.1,8.6,6.3,21.7,2.0,92.9,3.7,0.3
2021,51121,"Montgomery County, Virginia",10.6,3.86,3.6,12.8,3.3,7.4,9.0,10.4,16.9,12.3,14.7,26.7,21.8,4.8,856.0,13305.0,12148.0,5.2,30.6,37.7,13.6,8.4,44.0,48.2,24.6,18.3,13.1,10.3,4.6,5.5,12.8,3.5,83.3,4.1,6.5
2021,51141,"Patrick County, Virginia",10.4,3.26,2.9,7.0,9.2,8.5,12.0,15.0,18.0,11.6,9.8,51.8,27.2,9.3,913.0,4835.0,1537.0,4.1,23.5,36.5,29.7,6.9,34.9,49.8,18.2,5.0,9.0,15.0,7.7,9.0,26.5,3.3,89.6,5.7,0.4
2021,51143,"Pittsylvania County, Virginia",10.6,3.52,5.4,6.3,6.7,11.7,12.4,13.3,20.0,12.8,11.8,45.7,28.1,12.9,2572.0,17025.0,4513.0,5.6,25.4,33.5,14.4,8.1,39.2,50.5,20.7,5.2,10.3,14.0,7.1,9.3,22.9,2.8,73.8,19.8,0.4
2021,51155,"Pulaski County, Virginia",11.9,3.34,3.7,7.0,4.8,10.4,11.3,10.2,23.2,12.0,14.4,40.5,30.6,12.3,925.0,8548.0,2945.0,5.0,32.1,36.7,25.5,8.9,29.0,49.6,19.7,5.2,11.9,14.8,9.2,6.3,22.4,1.9,90.2,4.9,0.6
2021,51161,"Roanoke County, Virginia",7.1,3.64,2.9,3.1,3.1,8.5,8.2,9.9,17.5,14.8,19.0,39.6,28.1,5.7,1680.0,18838.0,16986.0,4.2,28.8,38.0,17.1,6.9,37.6,51.6,22.6,5.1,11.5,13.3,7.3,6.7,21.6,3.3,84.9,5.8,3.6
2021,51167,"Russell County, Virginia",15.5,3.37,6.9,9.2,8.0,12.3,14.9,15.2,16.7,8.3,10.5,50.8,33.0,15.6,1779.0,7394.0,1669.0,5.6,28.5,37.3,24.6,10.9,29.9,50.4,20.7,5.0,10.8,13.6,8.9,7.7,21.7,0.5,96.3,1.5,0.0
2021,51169,"Scott County, Virginia",13.7,3.36,4.0,10.3,7.2,13.8,10.2,15.4,17.2,12.2,9.5,50.9,25.5,16.9,1360.0,5885.0,1485.0,7.8,26.0,36.2,25.4,9.1,32.5,49.0,20.6,5.0,10.6,13.5,7.8,7.5,23.8,1.4,96.4,0.9,0.0
2021,51173,"Smyth County, Virginia",14.6,3.45,3.8,8.0,6.9,14.0,14.0,15.5,16.1,11.4,9.9,45.5,26.8,15.6,1291.0,8618.0,2294.0,8.1,31.6,33.5,19.1,12.2,34.5,50.3,21.2,5.6,12.0,13.9,7.0,7.6,21.8,2.2,93.8,2.0,0.6
2021,51185,"Tazewell County, Virginia",13.7,3.34,6.4,7.5,8.8,12.0,13.1,15.5,16.1,9.6,11.2,49.1,30.3,13.3,2085.0,11030.0,3076.0,6.8,29.8,37.5,25.2,8.4,32.4,50.4,21.7,5.6,10.6,12.8,7.0,8.0,22.4,1.1,93.6,3.4,0.7
2021,51191,"Washington County, Virginia",11.7,3.64,4.8,5.7,5.7,9.2,11.2,14.3,17.9,13.1,14.3,44.7,26.6,11.5,1965.0,13818.0,6288.0,4.8,28.2,39.5,28.3,6.9,26.8,50.3,20.4,5.3,10.6,13.5,7.5,7.8,23.3,1.6,94.9,1.6,0.5
2021,51195,"Wise County, Virginia",15.6,3.54,10.6,8.8,7.8,12.7,10.5,15.5,21.2,11.5,8.6,47.6,23.7,21.6,1954.0,8859.0,2342.0,8.8,34.4,33.3,17.6,9.7,38.2,47.2,21.9,6.4,13.6,13.1,6.3,7.9,18.1,1.3,91.1,5.4,0.5
2021,51197,"Wythe County, Virginia",11.9,3.4,5.1,7.4,4.4,10.1,10.6,14.2,20.3,16.8,11.7,42.0,27.8,10.1,732.0,7726.0,2410.0,7.5,27.6,31.0,17.6,6.0,32.5,50.8,21.8,4.8,10.7,14.8,7.3,8.1,21.1,1.3,93.5,2.1,0.8
2021,51520,"Bristol city, Virginia",14.3,3.64,3.7,9.4,6.4,12.4,10.1,18.3,16.1,8.7,11.1,39.5,23.4,18.0,316.0,3797.0,1451.0,10.4,40.1,32.6,11.0,8.6,36.3,52.6,22.4,5.2,13.1,12.2,7.0,6.5,22.2,2.6,87.8,6.0,0.3
2021,51580,"Covington city, Virginia",10.5,3.7,3.4,5.6,3.7,18.6,14.3,17.9,13.5,12.6,12.7,38.7,31.2,12.0,96.0,1931.0,332.0,7.4,36.3,33.0,10.8,13.4,22.2,52.3,25.6,3.0,13.4,9.3,5.2,10.3,19.1,2.6,80.5,11.9,1.2
2021,51590,"Danville city, Virginia",13.7,3.4,6.0,10.4,10.1,13.2,12.0,14.6,18.0,7.6,8.7,40.8,25.4,22.0,1519.0,10937.0,3206.0,14.6,40.8,26.6,16.2,5.4,40.3,53.6,24.2,6.3,12.8,11.7,7.1,7.0,20.3,4.7,40.9,48.9,1.3
2021,51640,"Galax city, Virginia",12.8,3.5,5.1,5.5,9.9,12.4,12.8,18.9,12.7,9.2,6.8,39.7,22.6,13.7,356.0,1197.0,488.0,10.3,27.3,45.5,7.6,9.3,35.2,53.9,25.7,6.2,9.6,13.1,6.9,7.8,17.9,17.8,75.1,4.2,0.5
2021,51690,"Martinsville city, Virginia",14.8,3.26,5.5,7.7,8.7,16.8,14.6,14.2,16.1,9.1,6.9,35.9,20.8,18.8,398.0,2729.0,1323.0,13.6,44.3,28.4,12.6,6.3,37.6,53.7,28.0,5.9,10.3,13.0,7.1,7.0,17.5,6.7,42.7,44.4,0.9
2021,51720,"Norton city, Virginia",18.7,3.54,8.2,8.8,16.2,9.8,14.5,8.2,18.9,6.5,10.9,49.3,22.1,27.2,145.0,874.0,329.0,7.7,46.0,29.4,6.1,11.2,36.8,53.1,23.2,4.7,9.6,9.0,6.6,9.6,21.1,0.0,96.5,2.4,0.1
2021,51750,"Radford city, Virginia",13.6,3.34,7.3,16.0,10.9,12.6,6.2,9.6,15.5,9.8,11.5,18.9,14.1,10.3,283.0,1492.0,1482.0,4.4,37.0,37.4,13.1,3.9,49.6,54.0,27.8,26.2,11.2,8.5,6.6,2.5,9.0,3.0,83.0,9.1,1.9
2021,51770,"Roanoke city, Virginia",11.0,3.52,6.4,9.2,6.2,12.3,9.8,13.8,18.9,10.9,11.4,32.2,17.4,17.1,2655.0,23913.0,11430.0,11.9,40.6,32.5,16.5,7.1,39.8,52.4,24.0,5.7,15.5,12.5,6.8,6.2,16.7,6.6,57.4,28.6,3.1
2021,51775,"Salem city, Virginia",8.7,3.55,3.6,4.0,3.9,8.7,8.1,12.1,17.0,14.1,17.4,34.7,21.5,7.0,394.0,4744.0,3272.0,6.3,32.5,35.1,10.5,7.5,33.3,52.4,24.4,7.9,11.3,12.1,6.2,7.6,18.8,3.6,84.2,7.1,1.9
2022,51005,"Alleghany County, Virginia",13.6,4.17,3.7,8.3,7.2,9.9,9.6,12.0,20.7,10.0,14.0,44.7,31.2,9.1,384.0,4845.0,967.0,6.7,29.2,30.1,16.5,10.8,35.5,50.5,20.9,5.4,10.5,12.6,8.3,7.7,25.2,1.6,91.1,5.2,0.1
2022,51019,"Bedford County, Virginia",10.7,4.13,2.9,3.0,3.2,6.6,7.0,12.4,18.0,14.9,18.9,40.0,32.4,6.2,1480.0,17066.0,11560.0,3.6,23.0,36.3,17.0,7.1,38.8,50.5,21.6,5.5,10.2,13.5,8.5,8.0,22.1,2.6,85.9,6.2,1.2
2022,51021,"Bland County, Virginia",12.5,3.77,3.3,2.6,5.5,6.3,8.0,15.4,23.8,15.7,16.0,46.1,33.8,5.8,104.0,2271.0,565.0,3.5,31.0,33.3,14.5,6.7,23.6,43.3,17.9,2.0,14.2,12.8,7.9,6.3,23.7,0.8,93.4,3.9,0.1
2022,51023,"Botetourt County, Virginia",10.0,4.17,3.1,3.4,2.8,6.7,6.1,10.2,19.7,14.2,19.6,40.5,32.7,2.7,611.0,8744.0,4273.0,3.7,20.4,37.0,22.4,8.3,21.9,50.1,21.2,5.0,9.8,14.1,7.7,8.6,23.2,2.0,91.5,2.5,0.5
2022,51027,"Buchanan County, Virginia",21.7,3.66,6.0,8.5,6.1,17.4,11.6,17.7,14.9,9.7,11.3,54.8,31.1,21.1,1577.0,6082.0,853.0,4.9,28.3,40.3,12.2,5.7,53.7,48.1,18.6,5.0,11.4,14.0,7.8,7.9,23.0,1.0,96.2,1.8,0.0
2022,51035,"Carroll County, Virginia",14.6,3.87,4.8,7.2,5.4,10.1,14.7,13.1,17.8,12.9,13.6,47.3,32.3,14.2,1495.0,8331.0,2474.0,4.2,24.6,39.8,30.8,4.0,36.9,50.8,19.6,5.3,10.1,13.3,7.6,8.7,25.2,4.2,93.5,0.3,0.1
2022,51045,"Craig County, Virginia",12.1,4.17,1.9,4.8,0.4,12.4,4.4,13.3,21.7,9.7,21.2,36.1,38.0,15.2,99.0,1451.0,378.0,4.7,17.6,17.0,40.6,1.6,26.2,50.1,27.0,2.1,11.9,14.3,9.7,8.7,19.3,0.9,94.7,0.0,0.0
2022,51051,"Dickenson County, Virginia",21.2,3.97,3.4,9.1,11.0,14.2,10.3,15.0,14.4,10.7,10.8,52.9,27.9,24.3,744.0,4083.0,970.0,7.1,35.8,28.3,14.0,8.1,54.9,49.1,21.2,5.1,10.8,12.8,8.2,6.3,23.3,1.1,97.3,0.7,0.4
2022,51063,"Floyd County, Virginia",11.0,4.36,2.6,8.1,2.8,12.6,6.7,13.0,16.2,16.1,15.0,40.8,27.6,5.8,420.0,4442.0,1588.0,5.6,22.0,32.4,21.2,0.7,34.3,50.8,19.7,5.1,10.4,13.4,6.5,10.2,24.2,2.9,92.7,3.0,0.4
2022,51067,"Franklin County, Virginia",12.7,4.03,2.8,5.1,5.5,8.4,7.0,10.0,19.8,12.9,17.8,45.9,30.2,11.0,1474.0,13766.0,6109.0,5.5,21.5,37.7,35.1,4.1,31.8,50.5,21.2,6.1,9.6,13.2,8.6,7.8,24.0,3.0,86.7,7.7,0.6
2022,51071,"Giles County, Virginia",11.9,3.83,2.2,4.1,3.3,9.2,10.5,9.6,26.1,13.7,14.8,38.7,33.9,7.2,401.0,4948.0,1376.0,5.6,24.2,42.4,34.0,4.6,26.7,50.6,22.3,5.1,11.2,14.2,8.0,6.5,21.7,1.9,94.3,2.3,0.4
2022,51077,"Grayson County, Virginia",15.5,3.88,4.3,4.8,7.9,16.2,9.4,17.0,18.2,11.9,9.1,50.0,27.1,16.5,678.0,4653.0,1216.0,5.0,26.6,36.8,24.2,5.1,41.7,47.5,17.6,5.7,11.1,14.1,7.1,8.9,25.4,3.9,88.3,5.1,1.2
2022,51089,"Henry County, Virginia",14.4,3.68,5.2,6.2,7.8,13.3,12.3,16.3,18.1,10.8,10.3,47.0,29.8,15.6,2834.0,13471.0,3474.0,6.5,30.1,32.1,21.3,9.9,37.2,51.9,21.5,4.8,10.0,13.1,7.5,8.1,24.3,6.0,68.7,22.8,0.5
2022,51105,"Lee County, Virginia",21.2,3.58,8.1,10.2,8.7,16.1,9.6,11.4,17.4,12.9,7.9,50.7,26.1,25.0,1397.0,6102.0,1408.0,9.0,31.1,31.6,12.1,9.5,54.5,47.0,20.1,5.2,12.4,13.7,7.3,7.1,22.2,2.1,92.1,4.0,0.3
2022,51121,"Montgomery County, Virginia",13.5,4.36,3.3,12.4,3.5,7.0,8.2,9.7,17.1,11.3,15.8,25.7,22.4,4.8,867.0,13187.0,12154.0,5.5,29.1,38.5,13.5,7.7,45.1,48.1,25.4,18.3,12.7,10.1,4.8,5.1,13.2,3.5,82.7,4.0,6.4
2022,51141,"Patrick County, Virginia",14.0,3.68,2.3,6.3,7.1,9.2,10.9,17.1,13.2,11.9,12.3,50.1,28.2,9.7,1033.0,4884.0,1530.0,4.2,24.0,36.0,25.0,5.4,40.6,49.4,18.7,4.4,8.7,14.6,8.0,8.9,26.9,3.3,89.5,5.6,0.5
2022,51143,"Pittsylvania County, Virginia",14.0,3.88,5.4,6.3,6.4,10.4,11.2,14.3,18.6,12.7,13.3,45.2,28.5,13.5,2462.0,17109.0,4666.0,5.2,24.9,34.3,14.4,9.3,36.2,50.2,20.2,5.6,9.9,13.7,7.0,9.2,23.6,2.9,73.6,19.5,0.5
2022,51155,"Pulaski County, Virginia",14.5,3.83,3.3,6.9,4.2,8.2,10.1,10.6,22.7,13.5,14.1,40.5,33.2,12.5,848.0,8735.0,3222.0,4.7,32.0,36.3,24.9,7.0,33.3,49.4,19.6,5.3,12.4,14.4,9.6,5.7,22.6,1.9,90.1,5.0,0.5
2022,51161,"Roanoke County, Virginia",10.3,4.15,2.6,3.0,3.0,5.5,8.8,10.4,15.4,15.2,20.2,38.6,29.4,5.8,1834.0,18924.0,16855.0,4.5,29.4,37.7,17.4,6.7,36.7,51.7,22.4,5.3,11.6,13.0,7.4,6.5,21.6,3.5,84.0,6.1,3.5
2022,51167,"Russell County, Virginia",19.3,3.76,5.9,7.4,6.6,13.5,13.2,14.3,17.5,10.9,10.4,49.8,34.2,17.6,1656.0,7791.0,1641.0,6.6,28.5,40.1,21.8,10.8,32.2,50.0,20.1,5.7,10.7,13.4,8.6,7.5,22.6,0.7,96.1,1.9,0.0
2022,51169,"Scott County, Virginia",17.7,3.78,3.4,9.7,7.1,15.0,7.9,15.6,17.2,10.4,10.7,50.7,27.3,19.2,1315.0,5945.0,1470.0,8.5,25.8,36.5,30.2,7.2,28.8,49.1,19.7,5.3,10.7,13.1,8.1,7.1,24.9,1.5,96.1,1.2,0.1
2022,51173,"Smyth County, Virginia",17.5,3.85,3.3,7.5,6.1,14.9,11.8,15.0,17.0,11.3,11.0,45.0,29.0,15.6,1086.0,8390.0,2431.0,8.0,31.6,34.7,19.1,8.4,38.3,50.4,21.1,5.8,11.3,13.9,7.0,7.5,22.5,2.3,93.7,1.7,0.4
